model,date,timestamp,direction,held_shares,equity_marked,marked_leverage
C,2025-04-22,2025-04-22 11:00:00,0,0,103585.38949999995,0.0
C,2025-04-22,2025-04-22 11:30:00,0,0,103585.38949999995,0.0
C,2025-04-22,2025-04-22 12:00:00,1,101,103584.93499999994,0.5101517735180316
C,2025-04-22,2025-04-22 12:30:00,1,101,103851.55479999994,0.5114093689043164
C,2025-04-22,2025-04-22 13:00:00,1,101,103724.51699999993,0.5108109618866679
C,2025-04-22,2025-04-22 13:30:00,0,0,103220.43609999993,0.0
C,2025-04-22,2025-04-22 14:00:00,0,0,103220.43609999993,0.0
C,2025-04-22,2025-04-22 14:30:00,0,0,103220.43609999993,0.0
C,2025-04-22,2025-04-22 15:00:00,0,0,103220.43609999993,0.0
C,2025-04-22,2025-04-22 15:30:00,0,0,103220.43609999993,0.0
C,2025-04-22,2025-04-22 16:00:00,0,0,103220.43609999993,0.0
C,2025-04-23,2025-04-23 10:00:00,0,0,103220.43609999993,0.0
C,2025-04-23,2025-04-23 10:30:00,0,0,103220.43609999993,0.0
C,2025-04-23,2025-04-23 11:00:00,0,0,103220.43609999993,0.0
C,2025-04-23,2025-04-23 11:30:00,0,0,103220.43609999993,0.0
C,2025-04-23,2025-04-23 12:00:00,0,0,103220.43609999993,0.0
C,2025-04-23,2025-04-23 12:30:00,0,0,103220.43609999993,0.0
C,2025-04-23,2025-04-23 13:00:00,0,0,103220.43609999993,0.0
C,2025-04-23,2025-04-23 13:30:00,0,0,103220.43609999993,0.0
C,2025-04-23,2025-04-23 14:00:00,0,0,103220.43609999993,0.0
C,2025-04-23,2025-04-23 14:30:00,0,0,103220.43609999993,0.0
C,2025-04-23,2025-04-23 15:00:00,0,0,103220.43609999993,0.0
C,2025-04-23,2025-04-23 15:30:00,0,0,103220.43609999993,0.0
C,2025-04-23,2025-04-23 16:00:00,0,0,103220.43609999993,0.0
C,2025-04-24,2025-04-24 10:00:00,0,0,103220.43609999993,0.0
C,2025-04-24,2025-04-24 10:30:00,1,95,103220.00859999993,0.4961120105932644
C,2025-04-24,2025-04-24 11:00:00,0,0,103253.45809999993,0.0
C,2025-04-24,2025-04-24 11:30:00,0,0,103253.45809999993,0.0
C,2025-04-24,2025-04-24 12:00:00,0,0,103253.45809999993,0.0
C,2025-04-24,2025-04-24 12:30:00,0,0,103253.45809999993,0.0
C,2025-04-24,2025-04-24 13:00:00,1,95,103253.03059999993,0.4989893003682938
C,2025-04-24,2025-04-24 13:30:00,0,0,103207.44959999993,0.0
C,2025-04-24,2025-04-24 14:00:00,0,0,103207.44959999993,0.0
C,2025-04-24,2025-04-24 14:30:00,0,0,103207.44959999993,0.0
C,2025-04-24,2025-04-24 15:00:00,0,0,103207.44959999993,0.0
C,2025-04-24,2025-04-24 15:30:00,0,0,103207.44959999993,0.0
C,2025-04-24,2025-04-24 16:00:00,0,0,103207.44959999993,0.0
C,2025-04-25,2025-04-25 10:00:00,0,0,103207.44959999993,0.0
C,2025-04-25,2025-04-25 10:30:00,0,0,103207.44959999993,0.0
C,2025-04-25,2025-04-25 11:00:00,0,0,103207.44959999993,0.0
C,2025-04-25,2025-04-25 11:30:00,0,0,103207.44959999993,0.0
C,2025-04-25,2025-04-25 12:00:00,0,0,103207.44959999993,0.0
C,2025-04-25,2025-04-25 12:30:00,0,0,103207.44959999993,0.0
C,2025-04-25,2025-04-25 13:00:00,0,0,103207.44959999993,0.0
C,2025-04-25,2025-04-25 13:30:00,0,0,103207.44959999993,0.0
C,2025-04-25,2025-04-25 14:00:00,0,0,103207.44959999993,0.0
C,2025-04-25,2025-04-25 14:30:00,0,0,103207.44959999993,0.0
C,2025-04-25,2025-04-25 15:00:00,0,0,103207.44959999993,0.0
C,2025-04-25,2025-04-25 15:30:00,0,0,103207.44959999993,0.0
C,2025-04-25,2025-04-25 16:00:00,0,0,103207.44959999993,0.0
C,2025-04-28,2025-04-28 10:00:00,0,0,103207.44959999993,0.0
C,2025-04-28,2025-04-28 10:30:00,0,0,103207.44959999993,0.0
C,2025-04-28,2025-04-28 11:00:00,0,0,103207.44959999993,0.0
C,2025-04-28,2025-04-28 11:30:00,0,0,103207.44959999993,0.0
C,2025-04-28,2025-04-28 12:00:00,0,0,103207.44959999993,0.0
C,2025-04-28,2025-04-28 12:30:00,0,0,103207.44959999993,0.0
C,2025-04-28,2025-04-28 13:00:00,0,0,103207.44959999993,0.0
C,2025-04-28,2025-04-28 13:30:00,0,0,103207.44959999993,0.0
C,2025-04-28,2025-04-28 14:00:00,0,0,103207.44959999993,0.0
C,2025-04-28,2025-04-28 14:30:00,0,0,103207.44959999993,0.0
C,2025-04-28,2025-04-28 15:00:00,0,0,103207.44959999993,0.0
C,2025-04-28,2025-04-28 15:30:00,0,0,103207.44959999993,0.0
C,2025-04-28,2025-04-28 16:00:00,0,0,103207.44959999993,0.0
C,2025-04-29,2025-04-29 10:00:00,0,0,103207.44959999993,0.0
C,2025-04-29,2025-04-29 10:30:00,0,0,103207.44959999993,0.0
C,2025-04-29,2025-04-29 11:00:00,0,0,103207.44959999993,0.0
C,2025-04-29,2025-04-29 11:30:00,0,0,103207.44959999993,0.0
C,2025-04-29,2025-04-29 12:00:00,0,0,103207.44959999993,0.0
C,2025-04-29,2025-04-29 12:30:00,0,0,103207.44959999993,0.0
C,2025-04-29,2025-04-29 13:00:00,0,0,103207.44959999993,0.0
C,2025-04-29,2025-04-29 13:30:00,0,0,103207.44959999993,0.0
C,2025-04-29,2025-04-29 14:00:00,0,0,103207.44959999993,0.0
C,2025-04-29,2025-04-29 14:30:00,0,0,103207.44959999993,0.0
C,2025-04-29,2025-04-29 15:00:00,0,0,103207.44959999993,0.0
C,2025-04-29,2025-04-29 15:30:00,0,0,103207.44959999993,0.0
C,2025-04-29,2025-04-29 16:00:00,0,0,103207.44959999993,0.0
C,2025-04-30,2025-04-30 10:00:00,0,0,103207.44959999993,0.0
C,2025-04-30,2025-04-30 10:30:00,0,0,103207.44959999993,0.0
C,2025-04-30,2025-04-30 11:00:00,0,0,103207.44959999993,0.0
C,2025-04-30,2025-04-30 11:30:00,0,0,103207.44959999993,0.0
C,2025-04-30,2025-04-30 12:00:00,0,0,103207.44959999993,0.0
C,2025-04-30,2025-04-30 12:30:00,0,0,103207.44959999993,0.0
C,2025-04-30,2025-04-30 13:00:00,0,0,103207.44959999993,0.0
C,2025-04-30,2025-04-30 13:30:00,0,0,103207.44959999993,0.0
C,2025-04-30,2025-04-30 14:00:00,0,0,103207.44959999993,0.0
C,2025-04-30,2025-04-30 14:30:00,0,0,103207.44959999993,0.0
C,2025-04-30,2025-04-30 15:00:00,0,0,103207.44959999993,0.0
C,2025-04-30,2025-04-30 15:30:00,0,0,103207.44959999993,0.0
C,2025-04-30,2025-04-30 16:00:00,0,0,103207.44959999993,0.0
C,2025-05-01,2025-05-01 10:00:00,0,0,103207.44959999993,0.0
C,2025-05-01,2025-05-01 10:30:00,0,0,103207.44959999993,0.0
C,2025-05-01,2025-05-01 11:00:00,1,191,103206.59009999993,1.036693829302283
C,2025-05-01,2025-05-01 11:30:00,0,0,103201.92969999992,0.0
C,2025-05-01,2025-05-01 12:00:00,0,0,103201.92969999992,0.0
C,2025-05-01,2025-05-01 12:30:00,0,0,103201.92969999992,0.0
C,2025-05-01,2025-05-01 13:00:00,0,0,103201.92969999992,0.0
C,2025-05-01,2025-05-01 13:30:00,0,0,103201.92969999992,0.0
C,2025-05-01,2025-05-01 14:00:00,0,0,103201.92969999992,0.0
C,2025-05-01,2025-05-01 14:30:00,0,0,103201.92969999992,0.0
C,2025-05-01,2025-05-01 15:00:00,0,0,103201.92969999992,0.0
C,2025-05-01,2025-05-01 15:30:00,0,0,103201.92969999992,0.0
C,2025-05-01,2025-05-01 16:00:00,0,0,103201.92969999992,0.0
C,2025-05-02,2025-05-02 10:00:00,0,0,103201.92969999992,0.0
C,2025-05-02,2025-05-02 10:30:00,1,256,103200.77769999992,1.3967326682267833
C,2025-05-02,2025-05-02 11:00:00,0,0,103064.09929999991,0.0
C,2025-05-02,2025-05-02 11:30:00,0,0,103064.09929999991,0.0
C,2025-05-02,2025-05-02 12:00:00,0,0,103064.09929999991,0.0
C,2025-05-02,2025-05-02 12:30:00,0,0,103064.09929999991,0.0
C,2025-05-02,2025-05-02 13:00:00,0,0,103064.09929999991,0.0
C,2025-05-02,2025-05-02 13:30:00,0,0,103064.09929999991,0.0
C,2025-05-02,2025-05-02 14:00:00,0,0,103064.09929999991,0.0
C,2025-05-02,2025-05-02 14:30:00,0,0,103064.09929999991,0.0
C,2025-05-02,2025-05-02 15:00:00,0,0,103064.09929999991,0.0
C,2025-05-02,2025-05-02 15:30:00,0,0,103064.09929999991,0.0
C,2025-05-02,2025-05-02 16:00:00,0,0,103064.09929999991,0.0
C,2025-05-05,2025-05-05 10:00:00,0,0,103064.09929999991,0.0
C,2025-05-05,2025-05-05 10:30:00,0,0,103064.09929999991,0.0
C,2025-05-05,2025-05-05 11:00:00,0,0,103064.09929999991,0.0
C,2025-05-05,2025-05-05 11:30:00,0,0,103064.09929999991,0.0
C,2025-05-05,2025-05-05 12:00:00,0,0,103064.09929999991,0.0
C,2025-05-05,2025-05-05 12:30:00,0,0,103064.09929999991,0.0
C,2025-05-05,2025-05-05 13:00:00,0,0,103064.09929999991,0.0
C,2025-05-05,2025-05-05 13:30:00,0,0,103064.09929999991,0.0
C,2025-05-05,2025-05-05 14:00:00,0,0,103064.09929999991,0.0
C,2025-05-05,2025-05-05 14:30:00,0,0,103064.09929999991,0.0
C,2025-05-05,2025-05-05 15:00:00,0,0,103064.09929999991,0.0
C,2025-05-05,2025-05-05 15:30:00,0,0,103064.09929999991,0.0
C,2025-05-05,2025-05-05 16:00:00,0,0,103064.09929999991,0.0
C,2025-05-06,2025-05-06 10:00:00,0,0,103064.09929999991,0.0
C,2025-05-06,2025-05-06 10:30:00,0,0,103064.09929999991,0.0
C,2025-05-06,2025-05-06 11:00:00,0,0,103064.09929999991,0.0
C,2025-05-06,2025-05-06 11:30:00,0,0,103064.09929999991,0.0
C,2025-05-06,2025-05-06 12:00:00,0,0,103064.09929999991,0.0
C,2025-05-06,2025-05-06 12:30:00,0,0,103064.09929999991,0.0
C,2025-05-06,2025-05-06 13:00:00,0,0,103064.09929999991,0.0
C,2025-05-06,2025-05-06 13:30:00,0,0,103064.09929999991,0.0
C,2025-05-06,2025-05-06 14:00:00,0,0,103064.09929999991,0.0
C,2025-05-06,2025-05-06 14:30:00,0,0,103064.09929999991,0.0
C,2025-05-06,2025-05-06 15:00:00,0,0,103064.09929999991,0.0
C,2025-05-06,2025-05-06 15:30:00,0,0,103064.09929999991,0.0
C,2025-05-06,2025-05-06 16:00:00,0,0,103064.09929999991,0.0
C,2025-05-07,2025-05-07 10:00:00,0,0,103064.09929999991,0.0
C,2025-05-07,2025-05-07 10:30:00,0,0,103064.09929999991,0.0
C,2025-05-07,2025-05-07 11:00:00,0,0,103064.09929999991,0.0
C,2025-05-07,2025-05-07 11:30:00,0,0,103064.09929999991,0.0
C,2025-05-07,2025-05-07 12:00:00,0,0,103064.09929999991,0.0
C,2025-05-07,2025-05-07 12:30:00,0,0,103064.09929999991,0.0
C,2025-05-07,2025-05-07 13:00:00,0,0,103064.09929999991,0.0
C,2025-05-07,2025-05-07 13:30:00,0,0,103064.09929999991,0.0
C,2025-05-07,2025-05-07 14:00:00,0,0,103064.09929999991,0.0
C,2025-05-07,2025-05-07 14:30:00,0,0,103064.09929999991,0.0
C,2025-05-07,2025-05-07 15:00:00,0,0,103064.09929999991,0.0
C,2025-05-07,2025-05-07 15:30:00,0,0,103064.09929999991,0.0
C,2025-05-07,2025-05-07 16:00:00,0,0,103064.09929999991,0.0
C,2025-05-08,2025-05-08 10:00:00,0,0,103064.09929999991,0.0
C,2025-05-08,2025-05-08 10:30:00,0,0,103064.09929999991,0.0
C,2025-05-08,2025-05-08 11:00:00,0,0,103064.09929999991,0.0
C,2025-05-08,2025-05-08 11:30:00,0,0,103064.09929999991,0.0
C,2025-05-08,2025-05-08 12:00:00,1,289,103062.79879999992,1.584683389172623
C,2025-05-08,2025-05-08 12:30:00,1,289,103186.37519999991,1.5839831700958922
C,2025-05-08,2025-05-08 13:00:00,1,289,103565.65879999992,1.5818444762309583
C,2025-05-08,2025-05-08 13:30:00,1,289,103304.2004999999,1.5833170985143064
C,2025-05-08,2025-05-08 14:00:00,1,289,102859.51619999993,1.585838906560987
C,2025-05-08,2025-05-08 14:30:00,0,0,102963.81629999993,0.0
C,2025-05-08,2025-05-08 15:00:00,1,289,102962.51579999994,1.5860595443997503
C,2025-05-08,2025-05-08 15:30:00,1,289,103189.52529999995,1.5847702557461043
C,2025-05-08,2025-05-08 16:00:00,0,0,102027.31179999994,0.0
C,2025-05-09,2025-05-09 10:00:00,0,0,102027.31179999994,0.0
C,2025-05-09,2025-05-09 10:30:00,0,0,102027.31179999994,0.0
C,2025-05-09,2025-05-09 11:00:00,0,0,102027.31179999994,0.0
C,2025-05-09,2025-05-09 11:30:00,0,0,102027.31179999994,0.0
C,2025-05-09,2025-05-09 12:00:00,0,0,102027.31179999994,0.0
C,2025-05-09,2025-05-09 12:30:00,0,0,102027.31179999994,0.0
C,2025-05-09,2025-05-09 13:00:00,0,0,102027.31179999994,0.0
C,2025-05-09,2025-05-09 13:30:00,0,0,102027.31179999994,0.0
C,2025-05-09,2025-05-09 14:00:00,0,0,102027.31179999994,0.0
C,2025-05-09,2025-05-09 14:30:00,0,0,102027.31179999994,0.0
C,2025-05-09,2025-05-09 15:00:00,0,0,102027.31179999994,0.0
C,2025-05-09,2025-05-09 15:30:00,0,0,102027.31179999994,0.0
C,2025-05-09,2025-05-09 16:00:00,0,0,102027.31179999994,0.0
C,2025-05-12,2025-05-12 10:00:00,0,0,102027.31179999994,0.0
C,2025-05-12,2025-05-12 10:30:00,0,0,102027.31179999994,0.0
C,2025-05-12,2025-05-12 11:00:00,0,0,102027.31179999994,0.0
C,2025-05-12,2025-05-12 11:30:00,0,0,102027.31179999994,0.0
C,2025-05-12,2025-05-12 12:00:00,0,0,102027.31179999994,0.0
C,2025-05-12,2025-05-12 12:30:00,0,0,102027.31179999994,0.0
C,2025-05-12,2025-05-12 13:00:00,0,0,102027.31179999994,0.0
