date,equity,daily_return,net_pnl
2025-06-09,106899.6725019421,0.0009012593122297297,96.25757228328439
2025-06-10,107505.75994627217,0.005669684762776628,606.0874443300709
2025-06-11,107199.14847277832,-0.0028520469382019575,-306.61147349384555
2025-06-12,107625.19893799337,0.003974382924536224,426.0504652150412
2025-06-13,106421.93446345591,-0.011180137053504513,-1203.2644745374564
2025-06-16,107434.45870489192,0.009514243906022068,1012.5242414360109
2025-06-17,106516.4171242741,-0.008545131531211614,-918.0415806178207
2025-06-18,106500.37120749378,-0.0001506426634835245,-16.045916780320113
2025-06-20,106250.2879749031,-0.002348191182389825,-250.0832325906813
2025-06-23,107299.78057432907,0.00987755063472262,1049.4925994259684
2025-06-24,108485.13457862796,0.011047124215484816,1185.3540042988898
2025-06-25,108545.92977840677,0.0005604012016480198,60.79519977881864
2025-06-26,109395.18009345356,0.007823879870765271,849.2503150467819
2025-06-27,109938.69742653971,0.0049683846456658465,543.517333086158
2025-06-30,110464.34014618458,0.004781234742171625,525.642719644864
2025-07-01,110428.5729909033,-0.0003237891543456106,-35.76715528128261
2025-07-02,110929.16973765196,0.004533217564895109,500.59674674866255
2025-07-03,111803.46602559493,0.007881572448533491,874.2962879429688
2025-07-07,110970.29748412574,-0.00745208150593879,-833.1685414691892
2025-07-08,110909.52021274556,-0.0005476895417791949,-60.777271380182356
2025-07-09,111574.61001699074,0.0059966881379471815,665.0898042451881
2025-07-10,111889.2713414727,0.0028201875358027095,314.66132448196004
2025-07-11,111495.94020377059,-0.0035153606148861094,-393.3311377021164
2025-07-14,111708.69651039856,0.0019081977894364055,212.75630662796902
2025-07-15,111231.33496828376,-0.0042732710793950135,-477.3615421147988
2025-07-16,111603.20581281712,0.003343220187363549,371.8708445333614
2025-07-17,112286.18815890225,0.006119737700282846,682.982346085133
2025-07-18,112203.93266595466,-0.0007325521891542452,-82.25549294758821
2025-07-21,112416.68897258262,0.0018961573054783187,212.75630662795447
2025-07-22,112432.78867455886,0.0001432145184436795,16.099701976243523
2025-07-23,113389.30459865218,0.008507446407488795,956.5159240933135
2025-07-24,113426.84666539852,0.000331090016639779,37.5420667463477
2025-07-25,113906.00104737704,0.004224347198789502,479.1543819785147
2025-07-28,113877.38732315203,-0.0002512047123233163,-28.613724225011538
2025-07-29,113577.03286078258,-0.002637525055936951,-300.354462369447
2025-07-30,113434.00009645478,-0.0012593458441824135,-143.03276432779967
2025-07-31,113008.48748319884,-0.0037511911146050902,-425.51261325593805
2025-08-01,111156.23290639241,-0.016390402332230214,-1852.2545768064301
2025-08-04,112845.78726556602,0.015199816645427466,1689.554359173606
2025-08-05,112273.65620825485,-0.005070025839464809,-572.1310573111696
2025-08-06,113133.62770568668,0.007659601784381964,859.971497431834
2025-08-07,113038.87611888895,-0.0008375192126273134,-94.75158679773449
2025-08-08,113920.30790948954,0.007797598674579298,881.431790600589
2025-08-11,113695.0375806128,-0.0019774378511662194,-225.27032887673704
2025-08-12,114905.43755780788,0.01064602293074457,1210.3999771950766
2025-08-13,115298.76869550999,0.0034230855045849218,393.3311377021164
2025-08-14,115309.48987789504,9.298609609054154e-05,10.721182385052089
2025-08-15,115039.52405121569,-0.0023412281761477916,-269.9658266793558
2025-08-18,115014.49600671812,-0.00021756039677656158,-25.028044497565133
2025-08-19,114390.53394894673,-0.005425073181513973,-623.962057771394
2025-08-20,114086.57587845119,-0.002657196010914742,-303.95807049554423
2025-08-21,113628.88178964143,-0.004011813706262801,-457.6940888097597
2025-08-22,115373.8528290027,0.015356756239066849,1744.9710393612768
2025-08-25,114866.08472279916,-0.0044010674321166565,-507.7681062035408
2025-08-26,115347.04987304004,0.004187181546246421,480.9651502408815
2025-08-27,115609.8443402645,0.002278293788299912,262.794467224463
2025-08-28,116019.27517994285,0.00354148768225393,409.43083967834536
2025-08-29,115327.36449133635,-0.00596375634594648,-691.9106886064983
2025-09-02,114472.75358509705,-0.007410304657603728,-854.610906239308
2025-09-03,115093.16581993828,0.005419737146272308,620.4122348412347
2025-09-04,116055.04233522412,0.00835737298938044,961.8765152858396
2025-09-05,115718.92071757338,-0.0028962258846096933,-336.12161765074416
2025-09-08,116003.19340636524,0.0024565791577477736,284.27268879186886
2025-09-09,116271.38432157952,0.0023119270025160343,268.1909152142762
2025-09-10,116607.48801083161,0.002890682786768073,336.1036892520933
2025-09-11,117576.51795717371,0.008310186274247622,969.0299463420961
2025-09-12,117537.20097896228,-0.00033439481704800045,-39.31697821142734
2025-09-15,118162.95587659738,0.005323888032241708,625.7548976350954
2025-09-16,118000.25565896457,-0.0013769139103352313,-162.70021763280965
2025-09-17,117853.65514330796,-0.0012423745595967484,-146.6005156566098
2025-09-18,118404.30797905174,0.004672344146426255,550.6528357437783
2025-09-19,118990.78175527269,0.004953145592681674,586.4737762209552
2025-09-22,119553.7334724816,0.004731053186680656,562.9517172089108
2025-09-23,118902.93260195029,-0.005443584667986223,-650.8008705313114
2025-09-24,118524.6433907048,-0.003181496057055866,-378.2892112454865
2025-09-25,117977.82723226938,-0.004613522916351642,-546.8161584354239
2025-09-26,118653.72786089283,0.005729047944685206,675.9006286234508
2025-09-29,118987.19607554523,0.0028104318394728267,333.4682146523992
2025-09-30,119435.4060414759,0.0037668756027000594,448.20996593066957
2025-10-01,119842.38069054096,0.0034074874658502896,406.97464906505775
2025-10-02,119980.4293600476,0.0011519186176975893,138.04866950663563
2025-10-03,119978.63652018388,-1.4942769193893035e-05,-1.7928398637159262
2025-10-06,120408.91808747732,0.0035863181960820167,430.28156729343755
2025-10-07,119962.50096141038,-0.00370750882208426,-446.4171260669391
2025-10-08,120677.84406703571,0.005963055954088858,715.3431056253321
2025-10-09,120328.24029360978,-0.0028970004902617585,-349.60377342592983
2025-10-10,117076.0287808169,-0.027027832409559416,-3252.2115127928846
2025-10-13,118872.45432426699,0.01534409359590816,1796.4255434500956
2025-10-14,118727.23429530546,-0.0012216457528957392,-145.22002896152844
2025-10-15,119254.32921523991,0.004439545173126946,527.0949199344468
2025-10-16,118442.17275697355,-0.006810289099027256,-812.1564582663559
2025-10-17,119114.48770586956,0.005676313877452266,672.3149488960044
2025-10-20,120353.3400517019,0.010400517768178297,1238.852345832347
2025-10-21,120351.54721183817,-1.4896469536784807e-05,-1.792839863730478
2025-10-22,119725.84609939897,-0.005198945314245695,-625.7011124392011
2025-10-23,120435.81068543314,0.005929919137466211,709.9645860341698
2025-10-24,121420.07977061688,0.008172561629153252,984.2690851837397
2025-10-27,122852.55882173129,0.011797711332595107,1432.4790511144092
2025-10-28,123178.85567692881,0.002656003735917345,326.2968551975209
2025-10-29,123238.01939243166,0.0004803073967338811,59.16371550284384
2025-10-30,121882.63245545734,-0.010998123336097287,-1355.3869369743188
2025-10-31,122282.43574506747,0.0032802318226614613,399.80328961013583
2025-11-03,122511.919247624,0.0018766677418411426,229.48350255652622
2025-11-04,121059.71895800864,-0.01185354289226448,-1452.2002896153572
2025-11-05,121479.24348611974,0.0034654345121734043,419.52452811109833
2025-11-06,120175.84890519336,-0.010729360370731245,-1303.3945809263823
2025-11-07,120294.17633619906,0.000984619056854319,118.32743100570224
2025-11-10,122171.27967351669,0.015604274408691943,1877.1033373176324
2025-11-11,122450.96269225741,0.002289269781638792,279.68301874071767
2025-11-12,122519.09060707888,0.0005563689604686228,68.12791482146713
2025-11-13,120486.01020161738,-0.016593988703210605,-2033.0804054615
2025-11-14,120466.28896311643,-0.0001636807332896506,-19.721238500947948
2025-11-17,119343.97120842604,-0.009316446653669375,-1122.3177546903898
2025-11-18,118341.7737246051,-0.008397554343743674,-1002.1974838209426
2025-11-19,118798.94788985436,0.0038631681008360896,457.17416524926375
2025-11-20,116988.17962749448,-0.015242292078535558,-1810.7682623598812
2025-11-21,118153.52553891421,0.009961227836268183,1165.3459114197321
2025-11-24,119892.5802067252,0.014718601581111601,1739.0546678109822
2025-11-25,121020.27648100673,0.009405888774243643,1127.6962742815376
2025-11-26,121855.73985750148,0.006903499155580528,835.4633764947503
2025-11-28,122520.8834469426,0.005458451035781575,665.1435894411115
2025-12-01,121960.71063152245,-0.0045720598779612764,-560.172815420141
