source_timestamp,price,volume,date,timestamp,interval_price,price_source_timestamp,is_close,scheduled_close,anchor_available_at,open_proxy,slot,incremental_volume,cumulative_observed_volume,absolute_move,noise_sigma,noise_count,previous_close,upper,lower,eligible_day,vwap_weight_price,vwap_approx,long_stop,short_stop
2025-03-14 12:30:00,557.0492,1932079,2025-03-14,2025-03-14 13:00:00,557.0492,2025-03-14 12:30:00,False,2025-03-14 16:00:00,2025-03-14 10:00:00,552.0728,13:00,1932079.0,19291584.0,0.009014028584636069,,1.0,546.6305,,,False,557.0492,554.2126615493783,,
2025-03-14 13:00:00,556.5534,2012855,2025-03-14,2025-03-14 13:30:00,556.5534,2025-03-14 13:00:00,False,2025-03-14 16:00:00,2025-03-14 10:00:00,552.0728,13:30,2012855.0,21304439.0,0.008115958619950181,,1.0,546.6305,,,False,556.5534,554.4338157930562,,
2025-03-14 13:30:00,555.8001,1949061,2025-03-14,2025-03-14 14:00:00,555.8001,2025-03-14 13:30:00,False,2025-03-14 16:00:00,2025-03-14 10:00:00,552.0728,14:00,1949061.0,23253500.0,0.006751464661906903,,1.0,546.6305,,,False,555.8001,554.5483349520072,,
2025-03-14 14:00:00,555.8398,1791395,2025-03-14,2025-03-14 14:30:00,555.8398,2025-03-14 14:00:00,False,2025-03-14 16:00:00,2025-03-14 10:00:00,552.0728,14:30,1791395.0,25044895.0,0.0068233754678730385,,1.0,546.6305,,,False,555.8398,554.6407100260352,,
2025-03-14 14:30:00,556.856,1803387,2025-03-14,2025-03-14 15:00:00,556.856,2025-03-14 14:30:00,False,2025-03-14 16:00:00,2025-03-14 10:00:00,552.0728,15:00,1803387.0,26848282.0,0.008664074737969374,,1.0,546.6305,,,False,556.856,554.7895100550381,,
2025-03-14 15:00:00,556.9501,2054884,2025-03-14,2025-03-14 15:30:00,556.9501,2025-03-14 15:00:00,False,2025-03-14 16:00:00,2025-03-14 10:00:00,552.0728,15:30,2054884.0,28903166.0,0.008834523273017592,,1.0,546.6305,,,False,556.9501,554.9431181998506,,
2025-03-14 15:30:00,557.9216,10485052,2025-03-14,2025-03-14 16:00:00,557.8422,2025-03-14 16:00:00,True,2025-03-14 16:00:00,2025-03-14 10:00:00,552.0728,16:00,10485052.0,39388218.0,0.010594254960577532,,1.0,546.6305,,,False,557.8422,555.7148470307111,,
2025-03-17 09:30:00,560.5039,4651265,2025-03-17,2025-03-17 10:00:00,560.5039,2025-03-17 09:30:00,False,2025-03-17 16:00:00,2025-03-17 10:00:00,560.5039,10:00,4651265.0,4651265.0,0.0,,2.0,557.9216,,,False,560.5039,560.5039,,
2025-03-17 10:00:00,559.577,2258448,2025-03-17,2025-03-17 10:30:00,559.577,2025-03-17 10:00:00,False,2025-03-17 16:00:00,2025-03-17 10:00:00,560.5039,10:30,2258448.0,6909713.0,0.0016536905452397832,,2.0,557.9216,,,False,559.577,560.2009416208026,,
2025-03-17 10:30:00,559.131,1928177,2025-03-17,2025-03-17 11:00:00,559.131,2025-03-17 10:30:00,False,2025-03-17 16:00:00,2025-03-17 10:00:00,560.5039,11:00,1928177.0,8837890.0,0.002449403117445015,,2.0,557.9216,,,False,559.131,559.9675106972933,,
2025-03-17 11:00:00,559.1558,1629590,2025-03-17,2025-03-17 11:30:00,559.1558,2025-03-17 11:00:00,False,2025-03-17 16:00:00,2025-03-17 10:00:00,560.5039,11:30,1629590.0,10467480.0,0.002405157216568976,,2.0,557.9216,,,False,559.1558,559.8411425900504,,
2025-03-17 11:30:00,558.903,1525734,2025-03-17,2025-03-17 12:00:00,558.903,2025-03-17 11:30:00,False,2025-03-17 16:00:00,2025-03-17 10:00:00,560.5039,12:00,1525734.0,11993214.0,0.002856179948078852,,2.0,557.9216,,,False,558.903,559.72179542869,,
2025-03-17 12:00:00,558.9724,1087812,2025-03-17,2025-03-17 12:30:00,558.9724,2025-03-17 12:00:00,False,2025-03-17 16:00:00,2025-03-17 10:00:00,560.5039,12:30,1087812.0,13081026.0,0.0027323627899824565,,2.0,557.9216,,,False,558.9724,559.6594760555708,,
2025-03-17 12:30:00,559.6266,1173476,2025-03-17,2025-03-17 13:00:00,559.6266,2025-03-17 12:30:00,False,2025-03-17 16:00:00,2025-03-17 10:00:00,560.5039,13:00,1173476.0,14254502.0,0.0015651987434878167,,2.0,557.9216,,,False,559.6266,559.6567695939781,,
2025-03-17 13:00:00,560.925,1212716,2025-03-17,2025-03-17 13:30:00,560.925,2025-03-17 13:00:00,False,2025-03-17 16:00:00,2025-03-17 10:00:00,560.5039,13:30,1212716.0,15467218.0,0.0007512882604383542,,2.0,557.9216,,,False,560.925,559.7562059182783,,
2025-03-17 13:30:00,562.1842,1648483,2025-03-17,2025-03-17 14:00:00,562.1842,2025-03-17 13:30:00,False,2025-03-17 16:00:00,2025-03-17 10:00:00,560.5039,14:00,1648483.0,17115701.0,0.002997838195238245,,2.0,557.9216,,,False,562.1842,559.9900559351615,,
2025-03-17 14:00:00,563.691,2749091,2025-03-17,2025-03-17 14:30:00,563.691,2025-03-17 14:00:00,False,2025-03-17 16:00:00,2025-03-17 10:00:00,560.5039,14:30,2749091.0,19864792.0,0.005686133495235168,,2.0,557.9216,,,False,563.691,560.5022300379737,,
2025-03-17 14:30:00,564.2604,2238727,2025-03-17,2025-03-17 15:00:00,564.2604,2025-03-17 14:30:00,False,2025-03-17 16:00:00,2025-03-17 10:00:00,560.5039,15:00,2238727.0,22103519.0,0.006702005106476339,,2.0,557.9216,,,False,564.2604,560.8828715351298,,
2025-03-17 15:00:00,563.9587,2266966,2025-03-17,2025-03-17 15:30:00,563.9587,2025-03-17 15:00:00,False,2025-03-17 16:00:00,2025-03-17 10:00:00,560.5039,15:30,2266966.0,24370485.0,0.006163739449448924,,2.0,557.9216,,,False,563.9587,561.1689880630402,,
2025-03-17 15:30:00,562.2239,7980933,2025-03-17,2025-03-17 16:00:00,562.2239,2025-03-17 16:00:00,True,2025-03-17 16:00:00,2025-03-17 10:00:00,560.5039,16:00,7980933.0,32351418.0,0.0030686673188178304,,2.0,557.9216,,,False,562.2239,561.4292295612576,,
2025-03-18 09:30:00,555.8831,4870372,2025-03-18,2025-03-18 10:00:00,555.8831,2025-03-18 09:30:00,False,2025-03-18 16:00:00,2025-03-18 10:00:00,555.8831,10:00,4870372.0,4870372.0,0.0,,3.0,562.2239,,,False,555.8831,555.8831,,
2025-03-18 10:00:00,556.3156,3076691,2025-03-18,2025-03-18 10:30:00,556.3156,2025-03-18 10:00:00,False,2025-03-18 16:00:00,2025-03-18 10:00:00,555.8831,10:30,3076691.0,7947063.0,0.0007780412824207605,,3.0,562.2239,,,False,556.3156,556.0505415891129,,
2025-03-18 10:30:00,555.9786,2228276,2025-03-18,2025-03-18 11:00:00,555.9786,2025-03-18 10:30:00,False,2025-03-18 16:00:00,2025-03-18 10:00:00,555.8831,11:00,2228276.0,10175339.0,0.00017179871091599352,,3.0,562.2239,,,False,555.9786,556.0347872524345,,
2025-03-18 11:00:00,554.9972,2165756,2025-03-18,2025-03-18 11:30:00,554.9972,2025-03-18 11:00:00,False,2025-03-18 16:00:00,2025-03-18 10:00:00,555.8831,11:30,2165756.0,12341095.0,0.0015936803979109682,,3.0,562.2239,,,False,554.9972,555.8526996161686,,
2025-03-18 11:30:00,554.7891,1601306,2025-03-18,2025-03-18 12:00:00,554.7891,2025-03-18 11:30:00,False,2025-03-18 16:00:00,2025-03-18 10:00:00,555.8831,12:00,1601306.0,13942401.0,0.001968039683163725,,3.0,562.2239,,,False,554.7891,555.7305435795599,,
2025-03-18 12:00:00,556.8212,1825169,2025-03-18,2025-03-18 12:30:00,556.8212,2025-03-18 12:00:00,False,2025-03-18 16:00:00,2025-03-18 10:00:00,555.8831,12:30,1825169.0,15767570.0,0.0016875850336157683,,3.0,562.2239,,,False,556.8212,555.8567920939624,,
2025-03-18 12:30:00,555.9637,1575985,2025-03-18,2025-03-18 13:00:00,555.9637,2025-03-18 12:30:00,False,2025-03-18 16:00:00,2025-03-18 10:00:00,555.8831,13:00,1575985.0,17343555.0,0.0001449945141343001,,3.0,562.2239,,,False,555.9637,555.8665066684138,,
2025-03-18 13:00:00,555.6911,1730884,2025-03-18,2025-03-18 13:30:00,555.6911,2025-03-18 13:00:00,False,2025-03-18 16:00:00,2025-03-18 10:00:00,555.8831,13:30,1730884.0,19074439.0,0.00034539636121333483,,3.0,562.2239,,,False,555.6911,555.850589629079,,
2025-03-18 13:30:00,555.9489,1301424,2025-03-18,2025-03-18 14:00:00,555.9489,2025-03-18 13:30:00,False,2025-03-18 16:00:00,2025-03-18 10:00:00,555.8831,14:00,1301424.0,20375863.0,0.00011837021129079695,,3.0,562.2239,,,False,555.9489,555.8568687975327,,
2025-03-18 14:00:00,555.6415,1184798,2025-03-18,2025-03-18 14:30:00,555.6415,2025-03-18 14:00:00,False,2025-03-18 16:00:00,2025-03-18 10:00:00,555.8831,14:30,1184798.0,21560661.0,0.0004346237545269638,,3.0,562.2239,,,False,555.6415,555.8450338857654,,
2025-03-18 14:30:00,556.483,1456900,2025-03-18,2025-03-18 15:00:00,556.483,2025-03-18 14:30:00,False,2025-03-18 16:00:00,2025-03-18 10:00:00,555.8831,15:00,1456900.0,23017561.0,0.001079183734853384,,3.0,562.2239,,,False,556.483,555.8854140473223,,
2025-03-18 15:00:00,556.4049,1474113,2025-03-18,2025-03-18 15:30:00,556.4049,2025-03-18 15:00:00,False,2025-03-18 16:00:00,2025-03-18 10:00:00,555.8831,15:30,1474113.0,24491674.0,0.0009386865691725088,,3.0,562.2239,,,False,556.4049,555.9166810401854,,
2025-03-18 15:30:00,556.1472,8187947,2025-03-18,2025-03-18 16:00:00,556.1472,2025-03-18 16:00:00,True,2025-03-18 16:00:00,2025-03-18 10:00:00,555.8831,16:00,8187947.0,32679621.0,0.0004750998906064563,,3.0,562.2239,,,False,556.1472,555.9744380449395,,
2025-03-19 09:30:00,559.2103,2862353,2025-03-19,2025-03-19 10:00:00,559.2103,2025-03-19 09:30:00,False,2025-03-19 16:00:00,2025-03-19 10:00:00,559.2103,10:00,2862353.0,2862353.0,0.0,,4.0,556.1471,,,False,559.2103,559.2103,,
2025-03-19 10:00:00,559.6082,2105049,2025-03-19,2025-03-19 10:30:00,559.6082,2025-03-19 10:00:00,False,2025-03-19 16:00:00,2025-03-19 10:00:00,559.2103,10:30,2105049.0,4967402.0,0.0007115391114935754,,4.0,556.1471,,,False,559.6082,559.3789191286915,,
2025-03-19 10:30:00,558.4568,1537902,2025-03-19,2025-03-19 11:00:00,558.4568,2025-03-19 10:30:00,False,2025-03-19 16:00:00,2025-03-19 10:00:00,559.2103,11:00,1537902.0,6505304.0,0.0013474358394327535,,4.0,556.1471,,,False,558.4568,559.1609233436747,,
2025-03-19 11:00:00,559.696,1249190,2025-03-19,2025-03-19 11:30:00,559.696,2025-03-19 11:00:00,False,2025-03-19 16:00:00,2025-03-19 10:00:00,559.2103,11:30,1249190.0,7754494.0,0.0008685462338589023,,4.0,556.1471,,,False,559.696,559.247120123028,,
2025-03-19 11:30:00,560.8459,1578164,2025-03-19,2025-03-19 12:00:00,560.8459,2025-03-19 11:30:00,False,2025-03-19 16:00:00,2025-03-19 10:00:00,559.2103,12:00,1578164.0,9332658.0,0.002924838830758336,,4.0,556.1471,,,False,560.8459,559.517475775808,,
2025-03-19 12:00:00,560.6279,1169906,2025-03-19,2025-03-19 12:30:00,560.6279,2025-03-19 12:00:00,False,2025-03-19 16:00:00,2025-03-19 10:00:00,559.2103,12:30,1169906.0,10502564.0,0.002535003378872025,,4.0,556.1471,,,False,560.6279,559.6411686152353,,
2025-03-19 12:30:00,559.9736,933003,2025-03-19,2025-03-19 13:00:00,559.9736,2025-03-19 12:30:00,False,2025-03-19 16:00:00,2025-03-19 10:00:00,559.2103,13:00,933003.0,11435567.0,0.0013649605524077568,,4.0,556.1471,,,False,559.9736,559.6682909677413,,
2025-03-19 13:00:00,558.4879,1256609,2025-03-19,2025-03-19 13:30:00,558.4879,2025-03-19 13:00:00,False,2025-03-19 16:00:00,2025-03-19 10:00:00,559.2103,13:30,1256609.0,12692176.0,0.0012918216992784393,,4.0,556.1471,,,False,558.4879,559.5514244892444,,
2025-03-19 13:30:00,557.872,1261876,2025-03-19,2025-03-19 14:00:00,557.872,2025-03-19 13:30:00,False,2025-03-19 16:00:00,2025-03-19 10:00:00,559.2103,14:00,1261876.0,13954052.0,0.002393196262658215,,4.0,556.1471,,,False,557.872,559.3995527994449,,
2025-03-19 14:00:00,559.8348,3592192,2025-03-19,2025-03-19 14:30:00,559.8348,2025-03-19 14:00:00,False,2025-03-19 16:00:00,2025-03-19 10:00:00,559.2103,14:30,3592192.0,17546244.0,0.0011167533931331075,,4.0,556.1471,,,False,559.8348,559.4886597052792,,
2025-03-19 14:30:00,563.3044,3986869,2025-03-19,2025-03-19 15:00:00,563.3044,2025-03-19 14:30:00,False,2025-03-19 16:00:00,2025-03-19 10:00:00,559.2103,15:00,3986869.0,21533113.0,0.0073212170805867505,,4.0,556.1471,,,False,563.3044,560.1951463471817,,
2025-03-19 15:00:00,562.1594,6591472,2025-03-19,2025-03-19 15:30:00,562.1594,2025-03-19 15:00:00,False,2025-03-19 16:00:00,2025-03-19 10:00:00,559.2103,15:30,6591472.0,28124585.0,0.005273686840174596,,4.0,556.1471,,,False,562.1594,560.655502400558,,
2025-03-19 15:30:00,562.204,10729524,2025-03-19,2025-03-19 16:00:00,562.2338,2025-03-19 16:00:00,True,2025-03-19 16:00:00,2025-03-19 10:00:00,559.2103,16:00,10729524.0,38854109.0,0.005353442166569522,,4.0,556.1471,,,False,562.2338,561.0913477309027,,
2025-03-20 09:30:00,561.6885,3640210,2025-03-20,2025-03-20 10:00:00,561.6885,2025-03-20 09:30:00,False,2025-03-20 16:00:00,2025-03-20 10:00:00,561.6885,10:00,3640210.0,3640210.0,0.0,,5.0,562.204,,,False,561.6885,561.6885,,
2025-03-20 10:00:00,564.5435,3494509,2025-03-20,2025-03-20 10:30:00,564.5435,2025-03-20 10:00:00,False,2025-03-20 16:00:00,2025-03-20 10:00:00,561.6885,10:30,3494509.0,7134719.0,0.00508288846932059,,5.0,562.204,,,False,564.5435,563.0868484416134,,
2025-03-20 10:30:00,564.5535,2019260,2025-03-20,2025-03-20 11:00:00,564.5535,2025-03-20 10:30:00,False,2025-03-20 16:00:00,2025-03-20 10:00:00,561.6885,11:00,2019260.0,9153979.0,0.005100691931559931,,5.0,562.204,,,False,564.5535,563.4103745088884,,
2025-03-20 11:00:00,563.9686,1683351,2025-03-20,2025-03-20 11:30:00,563.9686,2025-03-20 11:00:00,False,2025-03-20 16:00:00,2025-03-20 10:00:00,561.6885,11:30,1683351.0,10837330.0,0.004059367425183202,,5.0,562.204,,,False,563.9686,563.4970830836654,,
2025-03-20 11:30:00,563.1063,1988015,2025-03-20,2025-03-20 12:00:00,563.1063,2025-03-20 11:30:00,False,2025-03-20 16:00:00,2025-03-20 10:00:00,561.6885,12:00,1988015.0,12825345.0,0.00252417487628831,,5.0,562.204,,,False,563.1063,563.4365090693155,,
2025-03-20 12:00:00,561.2424,2198540,2025-03-20,2025-03-20 12:30:00,561.2424,2025-03-20 12:00:00,False,2025-03-20 16:00:00,2025-03-20 10:00:00,561.6885,12:30,2198540.0,15023885.0,0.0007942124504952686,,5.0,562.204,,,False,561.2424,563.1154312287135,,
2025-03-20 12:30:00,560.9055,1841618,2025-03-20,2025-03-20 13:00:00,560.9055,2025-03-20 12:30:00,False,2025-03-20 16:00:00,2025-03-20 10:00:00,561.6885,13:00,1841618.0,16865503.0,0.0013940110933373662,,5.0,562.204,,,False,560.9055,562.8741191771512,,
2025-03-20 13:00:00,559.8741,1620936,2025-03-20,2025-03-20 13:30:00,559.8741,2025-03-20 13:00:00,False,2025-03-20 16:00:00,2025-03-20 10:00:00,561.6885,13:30,1620936.0,18486439.0,0.0032302601886988747,,5.0,562.204,,,False,559.8741,562.6110701883797,,
2025-03-20 13:30:00,560.2801,1642805,2025-03-20,2025-03-20 14:00:00,560.2801,2025-03-20 13:30:00,False,2025-03-20 16:00:00,2025-03-20 10:00:00,561.6885,14:00,1642805.0,20129244.0,0.0025074396217833472,,5.0,562.204,,,False,560.2801,562.4208330647042,,
2025-03-20 14:00:00,559.2301,1713027,2025-03-20,2025-03-20 14:30:00,559.2301,2025-03-20 14:00:00,False,2025-03-20 16:00:00,2025-03-20 10:00:00,561.6885,14:30,1713027.0,21842271.0,0.004376803156909914,,5.0,562.204,,,False,559.2301,562.1705929733863,,
2025-03-20 14:30:00,559.4779,2764366,2025-03-20,2025-03-20 15:00:00,559.4779,2025-03-20 14:30:00,False,2025-03-20 16:00:00,2025-03-20 10:00:00,561.6885,15:00,2764366.0,24606637.0,0.003935633362620039,,5.0,562.204,,,False,559.4779,561.8680896729935,,
2025-03-20 15:00:00,559.8992,2737038,2025-03-20,2025-03-20 15:30:00,559.8992,2025-03-20 15:00:00,False,2025-03-20 16:00:00,2025-03-20 10:00:00,561.6885,15:30,2737038.0,27343675.0,0.0031855734984782558,,5.0,562.204,,,False,559.8992,561.6710084155258,,
2025-03-20 15:30:00,560.5782,9519700,2025-03-20,2025-03-20 16:00:00,560.7964,2025-03-20 16:00:00,True,2025-03-20 16:00:00,2025-03-20 10:00:00,561.6885,16:00,9519700.0,36863375.0,0.0019767184124295234,,5.0,562.204,,,False,560.7964,561.4451471173327,,
2025-03-21 09:30:00,556.7365,5335251,2025-03-21,2025-03-21 10:00:00,556.7365,2025-03-21 09:30:00,False,2025-03-21 16:00:00,2025-03-21 10:00:00,556.7365,10:00,5335251.0,5335251.0,0.0,,6.0,560.5783,,,False,556.7365,556.7365,,
2025-03-21 10:00:00,556.5967,2235949,2025-03-21,2025-03-21 10:30:00,556.5967,2025-03-21 10:00:00,False,2025-03-21 16:00:00,2025-03-21 10:00:00,556.7365,10:30,2235949.0,7571200.0,0.00025110622350055234,,6.0,560.5783,,,False,556.5967,556.695213853788,,
2025-03-21 10:30:00,558.3357,1866666,2025-03-21,2025-03-21 11:00:00,558.3357,2025-03-21 10:30:00,False,2025-03-21 16:00:00,2025-03-21 10:00:00,556.7365,11:00,1866666.0,9437866.0,0.00287245402448022,,6.0,560.5783,,,False,558.3357,557.0196770017714,,
2025-03-21 11:00:00,556.6166,1672206,2025-03-21,2025-03-21 11:30:00,556.6166,2025-03-21 11:00:00,False,2025-03-21 16:00:00,2025-03-21 10:00:00,556.7365,11:30,1672206.0,11110072.0,0.00021536220456186417,,6.0,560.5783,,,False,556.6166,556.9590088278096,,
2025-03-21 11:30:00,556.1294,1288490,2025-03-21,2025-03-21 12:00:00,556.1294,2025-03-21 11:30:00,False,2025-03-21 16:00:00,2025-03-21 10:00:00,556.7365,12:00,1288490.0,12398562.0,0.0010904620049160263,,6.0,560.5783,,,False,556.1294,556.8727937749233,,
2025-03-21 12:00:00,559.152,2888490,2025-03-21,2025-03-21 12:30:00,559.152,2025-03-21 12:00:00,False,2025-03-21 16:00:00,2025-03-21 10:00:00,556.7365,12:30,2888490.0,15287052.0,0.0043386772737192825,,6.0,560.5783,,,False,559.152,557.30345001846,,
2025-03-21 12:30:00,560.4048,1866892,2025-03-21,2025-03-21 13:00:00,560.4048,2025-03-21 12:30:00,False,2025-03-21 16:00:00,2025-03-21 10:00:00,556.7365,13:00,1866892.0,17153944.0,0.006588933903202143,,6.0,560.5783,,,False,560.4048,557.6409750488401,,
2025-03-21 13:00:00,558.8935,1354991,2025-03-21,2025-03-21 13:30:00,558.8935,2025-03-21 13:00:00,False,2025-03-21 16:00:00,2025-03-21 10:00:00,556.7365,13:30,1354991.0,18508935.0,0.0038743642638843223,,6.0,560.5783,,,False,558.8935,557.7326691434002,,
2025-03-21 13:30:00,559.684,1643655,2025-03-21,2025-03-21 14:00:00,559.684,2025-03-21 13:30:00,False,2025-03-21 16:00:00,2025-03-21 10:00:00,556.7365,14:00,1643655.0,20152590.0,0.005294246021232629,,6.0,560.5783,,,False,559.684,557.891820633065,,
2025-03-21 14:00:00,558.9134,1683597,2025-03-21,2025-03-21 14:30:00,558.9134,2025-03-21 14:00:00,False,2025-03-21 16:00:00,2025-03-21 10:00:00,556.7365,14:30,1683597.0,21836187.0,0.0039101082828232325,,6.0,560.5783,,,False,558.9134,557.9705856645897,,
2025-03-21 14:30:00,559.3409,1594319,2025-03-21,2025-03-21 15:00:00,559.3409,2025-03-21 14:30:00,False,2025-03-21 16:00:00,2025-03-21 10:00:00,556.7365,15:00,1594319.0,23430506.0,0.004677976026360886,,6.0,560.5783,,,False,559.3409,558.0638281315222,,
2025-03-21 15:00:00,558.814,2111819,2025-03-21,2025-03-21 15:30:00,558.814,2025-03-21 15:00:00,False,2025-03-21 16:00:00,2025-03-21 10:00:00,556.7365,15:30,2111819.0,25542325.0,0.0037315678063141178,,6.0,560.5783,,,False,558.814,558.1258517415545,,
2025-03-21 15:30:00,560.7628,13739369,2025-03-21,2025-03-21 16:00:00,560.7429,2025-03-21 16:00:00,True,2025-03-21 16:00:00,2025-03-21 10:00:00,556.7365,16:00,13739369.0,39281694.0,0.0072319670077316545,,6.0,560.5783,,,False,560.7429,559.0412041118873,,
2025-03-24 09:30:00,569.5275,4829783,2025-03-24,2025-03-24 10:00:00,569.5275,2025-03-24 09:30:00,False,2025-03-24 16:00:00,2025-03-24 10:00:00,569.5275,10:00,4829783.0,4829783.0,0.0,,7.0,560.7626,,,False,569.5275,569.5275,,
2025-03-24 10:00:00,569.8805,2447610,2025-03-24,2025-03-24 10:30:00,569.8805,2025-03-24 10:00:00,False,2025-03-24 16:00:00,2025-03-24 10:00:00,569.5275,10:30,2447610.0,7277393.0,0.0006198120371709859,,7.0,560.7626,,,False,569.8805,569.6462247040253,,
