model,trade_id,date,timestamp,signal_timestamp,source_timestamp,price_source_timestamp,action,order_side,direction,price,upper,lower,noise_sigma,noise_count,vwap_approx,long_stop,short_stop,shares,sizing_leverage,execution_notional_leverage,gross_pnl,commission,slippage,costs,net_pnl,reason
B,17,2025-04-21,2025-04-21 14:30:00,2025-04-21 14:30:00,2025-04-21 14:00:00,2025-04-21 14:00:00,EXIT,BUY,-1,507.031,531.6424832713748,506.34412908586125,0.015734571461275833,14.0,509.74257229971886,531.6424832713748,506.34412908586125,200,1.0,0.9849913628532598,-187.5,0.7000000000000001,0.2,0.9000000000000001,-188.39999999999998,stop_or_reverse
B,18,2025-04-21,2025-04-21 15:00:00,2025-04-21 15:00:00,2025-04-21 14:30:00,2025-04-21 14:30:00,ENTRY,SELL,-1,505.8677,531.140594981737,506.83741778549,0.014775684045695545,14.0,509.4192125335176,531.140594981737,506.83741778549,200,1.0,0.9827314606926283,0.0,0.7000000000000001,0.2,0.9000000000000001,-0.9000000000000001,entry
B,18,2025-04-21,2025-04-21 15:30:00,2025-04-21 15:30:00,2025-04-21 15:00:00,2025-04-21 15:00:00,EXIT,BUY,-1,507.5083,532.8999024858938,505.10825508356925,0.018136945626612586,14.0,509.2322188162613,532.8999024858938,505.10825508356925,200,1.0,0.9859185968438637,-328.12000000000126,0.7000000000000001,0.2,0.9000000000000001,-329.02000000000123,stop_or_reverse
B,19,2025-04-22,2025-04-22 12:00:00,2025-04-22 12:00:00,2025-04-22 11:30:00,2025-04-22 11:30:00,ENTRY,BUY,1,523.2083,523.151220457246,506.80471170069995,0.008109797974316157,14.0,521.0422774414017,523.151220457246,506.80471170069995,198,1.0,1.0052060010262347,0.0,0.6930000000000001,0.198,0.891,-0.891,entry
B,19,2025-04-22,2025-04-22 13:30:00,2025-04-22 13:30:00,2025-04-22 13:00:00,2025-04-22 13:00:00,EXIT,SELL,1,519.6039,526.8595272714717,503.1535312650995,0.015255686748212776,14.0,521.9091518906512,526.8595272714717,503.1535312650995,198,1.0,0.9982811022620158,-713.6712000000109,0.6930000000000001,0.198,0.891,-714.5622000000109,stop_or_reverse
B,20,2025-04-24,2025-04-24 10:30:00,2025-04-24 10:30:00,2025-04-24 10:00:00,2025-04-24 10:00:00,ENTRY,BUY,1,539.0388,538.6163901523701,530.1669761841295,0.004129726317484079,14.0,537.7359146023565,538.6163901523701,530.1669761841295,190,1.0,1.0007240886734101,0.0,0.665,0.19,0.855,-0.855,entry
B,20,2025-04-24,2025-04-24 11:00:00,2025-04-24 11:00:00,2025-04-24 10:30:00,2025-04-24 10:30:00,EXIT,SELL,1,539.3954,540.4628045056257,528.334453623818,0.007571952683225984,14.0,538.2936466962615,540.4628045056257,528.334453623818,190,1.0,1.0013861156184483,67.75399999999195,0.665,0.19,0.855,66.89899999999194,stop_or_reverse
B,21,2025-04-24,2025-04-24 13:00:00,2025-04-24 13:00:00,2025-04-24 12:30:00,2025-04-24 12:30:00,ENTRY,BUY,1,542.3385,541.6867972372943,527.119669796729,0.009853813222815937,14.0,539.357821409014,541.6867972372943,527.119669796729,190,1.0,1.0068499728869316,0.0,0.665,0.19,0.855,-0.855,entry
B,21,2025-04-24,2025-04-24 13:30:00,2025-04-24 13:30:00,2025-04-24 13:00:00,2025-04-24 13:00:00,EXIT,SELL,1,541.8632,544.3743110341836,524.4523759386283,0.014864081277565413,14.0,539.5516093123713,544.3743110341836,524.4523759386283,190,1.0,1.0059675797097682,-90.30699999999001,0.665,0.19,0.855,-91.16199999999002,stop_or_reverse
B,22,2025-05-01,2025-05-01 11:00:00,2025-05-01 11:00:00,2025-05-01 10:30:00,2025-05-01 10:30:00,ENTRY,BUY,1,560.1761,559.7231509489936,548.9717510702137,0.004361174924763448,14.0,558.4602263259421,559.7231509489936,548.9717510702137,183,1.0,1.0019051803807786,0.0,0.6405,0.183,0.8234999999999999,-0.8234999999999999,entry
B,22,2025-05-01,2025-05-01 11:30:00,2025-05-01 11:30:00,2025-05-01 11:00:00,2025-05-01 11:00:00,EXIT,SELL,1,560.1562,560.7343865146275,547.971250927773,0.006175725098547857,14.0,558.7695185087969,560.7343865146275,547.971250927773,183,1.0,1.0018695881570303,-3.641700000001265,0.6405,0.183,0.8234999999999999,-4.465200000001265,stop_or_reverse
B,23,2025-05-02,2025-05-02 10:30:00,2025-05-02 10:30:00,2025-05-02 10:00:00,2025-05-02 10:00:00,ENTRY,BUY,1,563.0621,562.3726332707109,553.1957014096646,0.0037607757297805078,14.0,561.2871037630063,562.3726332707109,553.1957014096646,182,1.0,1.001615621749224,0.0,0.637,0.182,0.819,-0.819,entry
B,23,2025-05-02,2025-05-02 11:00:00,2025-05-02 11:00:00,2025-05-02 10:30:00,2025-05-02 10:30:00,EXIT,SELL,1,562.5327,562.7251342983174,552.8463346439495,0.00438994344524695,14.0,561.5636186365696,562.7251342983174,552.8463346439495,182,1.0,1.0006738867076468,-96.35080000000175,0.637,0.182,0.819,-97.16980000000176,stop_or_reverse
B,24,2025-05-08,2025-05-08 12:00:00,2025-05-08 12:00:00,2025-05-08 11:30:00,2025-05-08 11:30:00,ENTRY,BUY,1,565.1277,564.1482895372973,554.6697741980579,0.005876751396574913,14.0,562.3068387809037,564.1482895372973,554.6697741980579,182,1.0,1.0062537949846861,0.0,0.637,0.182,0.819,-0.819,entry
B,24,2025-05-08,2025-05-08 14:30:00,2025-05-08 14:30:00,2025-05-08 14:00:00,2025-05-08 14:00:00,EXIT,SELL,1,564.7897,565.212876723707,553.6106985079091,0.007774911012591138,14.0,563.2746937894127,565.212876723707,553.6106985079091,182,1.0,1.0056519597132867,-61.51599999999371,0.637,0.182,0.819,-62.33499999999371,stop_or_reverse
B,25,2025-05-08,2025-05-08 15:00:00,2025-05-08 15:00:00,2025-05-08 14:30:00,2025-05-08 14:30:00,ENTRY,BUY,1,565.0681,565.0437545442488,553.778945121447,0.00747336606134767,14.0,563.3672612406068,565.0437545442488,553.778945121447,182,1.0,1.0061476725522145,0.0,0.637,0.182,0.819,-0.819,entry
B,25,2025-05-08,2025-05-08 16:00:00,2025-05-08 16:00:00,2025-05-08 15:30:00,2025-05-08 16:00:00,EXIT,SELL,1,561.8366,565.0260345590196,553.7965733681755,0.007441771316654292,14.0,563.2785907326924,565.0260345590196,553.7965733681755,182,1.0,1.0003937356305364,-588.1329999999969,0.637,0.182,0.819,-588.9519999999968,session_close
