date,equity,daily_return,net_pnl
2025-05-23,103233.681708834,-0.006825541794197143,-709.4683147061733
2025-05-27,105379.96141060344,0.02079049847144776,2146.2797017694393
2025-05-28,104770.30129634126,-0.0057853514662687955,-609.6601142621803
2025-05-29,105183.8590041985,0.003947279932769332,413.5577078572387
2025-05-30,105066.21190319017,-0.0011184900622788208,-117.64710100833327
2025-06-02,105658.05104543128,0.005633011141454647,591.8391422411078
2025-06-03,106260.57559946773,0.00570259008258045,602.5245540364558
2025-06-04,106232.05128710804,-0.0002684373973956822,-28.524312359688338
2025-06-05,105718.64952172025,-0.0048328330213661674,-513.4017653877963
2025-06-06,106804.276603,0.010269021465855177,1085.6270812797593
2025-06-09,106900.53495187442,0.0009012593122297297,96.25834887441306
2025-06-10,107506.62728602372,0.005669684762776628,606.0923341493035
2025-06-11,107200.0133388362,-0.0028520469382019575,-306.61394718752126
2025-06-12,107626.06724136014,0.003974382924536446,426.05390252394136
2025-06-13,106422.79305907204,-0.011180137053504624,-1203.274182288107
2025-06-16,107435.32546939615,0.009514243906022068,1012.5324103241146
2025-06-17,106517.27648216164,-0.008545131531211503,-918.0489872345061
2025-06-18,106501.23043592535,-0.00015064266348363553,-16.046046236297116
2025-06-20,106251.14518570206,-0.002348191182389603,-250.0852502232883
2025-06-23,107300.6462522711,0.00987755063472262,1049.5010665690352
2025-06-24,108486.00981982173,0.011047124215484816,1185.3635675506375
2025-06-25,108546.80551008676,0.0005604012016480198,60.795690265033045
2025-06-26,109396.062676753,0.007823879870765271,849.2571666662407
2025-06-27,109939.5843948525,0.0049683846456660685,543.521718099495
2025-06-30,110465.23135530105,0.004781234742171403,525.6469604485465
2025-07-01,110429.46391145592,-0.0003237891543456106,-35.767443845121306
2025-07-02,110930.06469694129,0.004533217564895109,500.60078548536694
2025-07-03,111804.36803857074,0.007881572448533491,874.3033416294493
2025-07-07,110971.19277522733,-0.00745208150593879,-833.175263343408
2025-07-08,110910.41501350558,-0.0005476895417791949,-60.77776172175072
2025-07-09,111575.51018359188,0.0059966881379471815,665.0951700862934
2025-07-10,111890.17404671245,0.0028201875358024875,314.6638631205715
2025-07-11,111496.8397356759,-0.0035153606148859984,-393.3343110365531
2025-07-14,111709.59775878866,0.0019081977894364055,212.75802311276493
2025-07-15,111232.23236539518,-0.0042732710793950135,-477.3653933934838
2025-07-16,111604.10621012468,0.003343220187363549,371.8738447295036
2025-07-17,112287.09406640516,0.006119737700282846,682.9878562804806
2025-07-18,112204.83790983305,-0.0007325521891542452,-82.25615657211165
2025-07-21,112417.5959329458,0.0018961573054783187,212.75802311275038
2025-07-22,112433.69576481194,0.0001432145184436795,16.099831866144086
2025-07-23,113390.21940592695,0.008507446407488573,956.5236411150108
2025-07-24,113427.76177555686,0.00033109001664000104,37.54236962991126
2025-07-25,113906.92002327842,0.004224347198789724,479.1582477215561
2025-07-28,113878.30606820232,-0.00025120471232342734,-28.613955076099955
2025-07-29,113577.94918261978,-0.002637525055936951,-300.3568855825433
2025-07-30,113434.91526432589,-0.0012593458441824135,-143.03391829389147
2025-07-31,113009.39921810037,-0.0037511911146050902,-425.5160462255153
2025-08-01,111157.12969759208,-0.016390402332230214,-1852.2695205082855
2025-08-04,112846.69768782749,0.015199816645427466,1689.5679902354022
2025-08-05,112274.56201465192,-0.00507002583946492,-572.1356731755659
2025-08-06,113134.54045020006,0.007659601784381964,859.9784355481388
2025-08-07,113039.78809896125,-0.0008375192126274245,-94.7523512388143
2025-08-08,113921.22700081645,0.00779759867457952,881.4389018552029
2025-08-11,113695.95485449373,-0.0019774378511663304,-225.2721463227208
2025-08-12,114906.36459700757,0.01064602293074457,1210.4097425138461
2025-08-13,115299.69890804414,0.0034230855045849218,393.33431103656767
2025-08-14,115310.42017692603,9.298609609054154e-05,10.721268881883589
2025-08-15,115040.45217220437,-0.0023412281761476805,-269.9680047216534
2025-08-18,115015.42392578443,-0.00021756039677656158,-25.028246419940842
2025-08-19,114391.45683398421,-0.005425073181513862,-623.967091800223
2025-08-20,114087.49631120221,-0.002657196010914853,-303.9605227819993
2025-08-21,113629.79852978773,-0.00401181370626269,-457.6977814144775
2025-08-22,115374.78364730395,0.015356756239066849,1744.9851175162185
2025-08-25,114867.01144450631,-0.0044010674321165455,-507.7722027976415
2025-08-26,115347.98047509923,0.004187181546246421,480.96903059292526
2025-08-27,115610.77706250858,0.002278293788299912,262.79658740934974
2025-08-28,116020.21120541127,0.00354148768225393,409.43414290268265
2025-08-29,115328.29493457694,-0.00596375634594648,-691.916270834321
2025-09-02,114473.67713346976,-0.007410304657603728,-854.6178011071897
2025-09-03,115094.0943737004,0.005419737146272308,620.4172402306431
2025-09-04,116055.97864925637,0.00835737298938044,961.8842755559745
2025-09-05,115719.8543198287,-0.0028962258846095823,-336.1243294276792
2025-09-08,116004.1293020884,0.0024565791577477736,284.27498225971067
2025-09-09,116272.32238102527,0.0023119270025160343,268.19307893686346
2025-09-10,116608.42878190966,0.002890682786768295,336.10640088439686
2025-09-11,117577.46654623466,0.008310186274247622,969.0377643249958
2025-09-12,117538.14925081996,-0.00033439481704800045,-39.31729541470122
2025-09-15,118163.90919694825,0.00532388803224193,625.7599461282953
2025-09-16,118001.2076666754,-0.0013769139103351202,-162.70153027285414
2025-09-17,117854.60596826862,-0.0012423745595968594,-146.60169840678282
2025-09-18,118405.26324659384,0.004672344146426255,550.6572783252195
2025-09-19,118991.74175439402,0.004953145592681674,586.4785078001878
2025-09-22,119554.69801340983,0.004731053186680656,562.9562590158021
2025-09-23,118903.8918923183,-0.005443584667986334,-650.806121091533
2025-09-24,118525.59962909429,-0.003181496057055866,-378.2922632240079
2025-09-25,117978.77905903115,-0.004613522916351531,-546.820570063137
2025-09-26,118654.68514071577,0.005729047944685206,675.9060816846177
2025-09-29,118988.15604573785,0.0028104318394728267,333.4709050220845
2025-09-30,119436.36962775681,0.0037668756027000594,448.2135820189578
2025-10-01,119843.34756023005,0.0034074874658502896,406.97793247323716
2025-10-02,119981.39734349187,0.0011519186176975893,138.04978326182754
2025-10-03,119979.6044891638,-1.4942769194004057e-05,-1.7928543280722806
2025-10-06,120409.889527902,0.0035863181960820167,430.2850387382059
2025-10-07,119963.46880021112,-0.00370750882208426,-446.42072769088554
2025-10-08,120678.81767711339,0.00596305595408908,715.348876902266
2025-10-09,120329.2110831386,-0.0028970004902616475,-349.6065939747932
2025-10-10,117076.973332009,-0.027027832409559638,-3252.2377511295927
2025-10-13,118873.413368741,0.015344093595908381,1796.440036732005
2025-10-14,118728.19216816686,-0.0012216457528957392,-145.22120057414577
2025-10-15,119255.29134062114,0.004439545173126946,527.0991724542837
2025-10-16,118443.1283300028,-0.006810289099027145,-812.1630106183438
2025-10-17,119115.44870303124,0.005676313877452266,672.320373028444
2025-10-20,120354.31104373165,0.010400517768178297,1238.8623407004052
2025-10-21,120352.51818940358,-1.4896469536673784e-05,-1.7928543280722806
2025-10-22,119726.8120289051,-0.005198945314245806,-625.7061604984774
2025-10-23,120436.78234282315,0.005929919137466433,709.9703139180492
2025-10-24,121421.05936893678,0.008172561629153252,984.277026113632
2025-10-27,122853.54997706939,0.011797711332595107,1432.4906081326044
2025-10-28,123179.8494647792,0.002656003735917345,326.2994877098099
2025-10-29,123239.0136576057,0.0004803073967338811,59.164192826501676
2025-10-30,121883.61578558035,-0.01099812333609751,-1355.3978720253508
2025-10-31,122283.42230074127,0.0032802318226616833,399.80651516091893
2025-11-03,122512.90765473497,0.0018766677418409206,229.48535399370303
2025-11-04,121060.69564899354,-0.011853542892264368,-1452.2120057414286
2025-11-05,121480.22356176328,0.0034654345121734043,419.5279127697431
2025-11-06,120176.81846525213,-0.010729360370731245,-1303.4050965111528
2025-11-07,120295.14685090515,0.000984619056854319,118.3283856530179
2025-11-10,122172.26533240057,0.015604274408691943,1877.1184814954177
2025-11-11,122451.9506075804,0.002289269781638792,279.68527517982875
2025-11-12,122520.07907204727,0.0005563689604684008,68.12846446687763
2025-11-13,120486.98226400926,-0.016593988703210494,-2033.0968080380117
2025-11-14,120467.26086640044,-0.0001636807332896506,-19.72139760882419
2025-11-17,119344.93405702493,-0.009316446653669486,-1122.3268093755032
2025-11-18,118342.72848763056,-0.008397554343743674,-1002.2055693943694
2025-11-19,118799.9063412899,0.0038631681008360896,457.1778536593338
2025-11-20,116989.12346993329,-0.015242292078535558,-1810.7828713566123
2025-11-21,118154.4787831826,0.009961227836268183,1165.3553132493107
2025-11-24,119893.54748141616,0.014718601581111601,1739.068698233561
2025-11-25,121021.25285377586,0.009405888774243643,1127.7053723597055
2025-11-26,121856.72297065922,0.00690349915558075,835.4701168833562
2025-11-28,122521.87192637536,0.005458451035781575,665.1489557161403
2025-12-01,121962.50137601569,-0.0045654750581659576,-559.370550359672
