model,trade_id,date,entry_timestamp,exit_timestamp,direction,entry_price,exit_price,shares,sizing_leverage,entry_equity,gross_pnl,costs,net_pnl,return_on_entry_notional,return_on_start_equity,pnl_per_share,exit_reason
A,16,2025-05-08,2025-05-08 12:00:00,2025-05-08 16:00:00,1,565.1277,561.8366,176,1.0,99164.3428,-579.233600000005,1.5839999999999999,-580.8176000000051,-0.005839565110682114,-0.005857121457169634,-3.300100000000029,session_close
A,17,2025-05-16,2025-05-16 15:30:00,2025-05-16 16:00:00,1,590.4027,590.8104,167,1.0,98583.52519999999,68.08589999999617,1.5030000000000001,66.58289999999617,0.0006753017897783616,0.0006753958114696854,0.3986999999999771,session_close
A,18,2025-05-21,2025-05-21 13:30:00,2025-05-21 16:00:00,-1,581.1359,579.5351,168,1.0,98650.10809999998,268.9343999999892,1.5119999999999998,267.4223999999892,0.002739118337036028,0.0027108171004628554,1.5917999999999357,session_close
A,19,2025-05-27,2025-05-27 10:30:00,2025-05-27 16:00:00,1,584.5256,587.7778,169,1.0,98917.53049999998,549.6217999999835,1.5210000000000001,548.1007999999836,0.005548431069571465,0.005540987499682715,3.2431999999999026,session_close
A,20,2025-05-28,2025-05-28 11:00:00,2025-05-28 16:00:00,-1,585.9831,584.3773,169,1.0,99465.63129999996,271.38020000000756,1.5210000000000001,269.8592000000076,0.0027249932634576747,0.002713089903245883,1.596800000000045,session_close
A,21,2025-05-30,2025-05-30 12:30:00,2025-05-30 16:00:00,-1,581.7524,586.0278,170,1.0,99735.49049999997,-726.8179999999984,1.5299999999999998,-728.3479999999984,-0.0073646451651939735,-0.007302796590748191,-4.28439999999999,session_close
A,22,2025-06-02,2025-06-02 15:30:00,2025-06-02 16:00:00,1,588.9312,589.3289,169,1.0,99007.14249999997,67.21129999999766,1.5210000000000001,65.69029999999768,0.0006600091827364321,0.0006634905153433521,0.3886999999999863,session_close
A,23,2025-06-03,2025-06-03 10:30:00,2025-06-03 16:00:00,1,590.4475,592.6896,168,1.0,99072.83279999996,376.67280000000846,1.5119999999999998,375.16080000000846,0.0037820466679934295,0.0037867171998337027,2.2331000000000505,session_close
A,24,2025-06-05,2025-06-05 11:00:00,2025-06-05 16:00:00,1,593.9524,589.6669,168,1.0,99447.99359999997,-719.9639999999927,1.5119999999999998,-721.4759999999926,-0.007230377383776807,-0.007254806998941735,-4.294499999999956,session_close
A,25,2025-06-11,2025-06-11 14:30:00,2025-06-11 16:00:00,-1,597.1541,597.9296,164,1.0,98726.51759999999,-127.18200000001298,1.4760000000000002,-128.65800000001298,-0.0013137312462563333,-0.0013031757133507259,-0.7845000000000791,session_close
A,26,2025-06-13,2025-06-13 10:30:00,2025-06-13 16:00:00,-1,593.4453,593.5944,165,1.0,98597.85959999998,-24.60149999999601,1.485,-26.086499999996008,-0.00026641040041934077,-0.00026457470888136816,-0.15809999999997582,session_close
A,27,2025-06-17,2025-06-17 13:30:00,2025-06-17 16:00:00,-1,595.3941,594.1215,164,1.0,98571.77309999999,208.70640000000185,1.4760000000000002,207.23040000000185,0.002122291772793871,0.0021023300432038376,1.2636000000000114,session_close
A,28,2025-06-18,2025-06-18 10:30:00,2025-06-18 16:00:00,1,597.3151,594.0319,165,1.0,98779.00349999999,-541.728000000013,1.485,-543.2130000000129,-0.005511663776790639,-0.005499275967083561,-3.2922000000000784,session_close
A,29,2025-06-20,2025-06-20 11:00:00,2025-06-20 16:00:00,-1,592.597,592.6369,164,1.0,98235.79049999999,-6.5435999999981505,1.4760000000000002,-8.019599999998151,-8.251813627134246e-05,-8.163623419916545e-05,-0.04889999999998873,session_close
